"43"
""
""
""
"72074 Tübingen"
"Stand der Datenerhebung: 29.05.2012"
"Sommersemester 2012"
"ST.NR.S-120-1"
"Fallzahlen                                               Studienfachbelegung nach Abschlusszielen"
""
""
""
"Evangelische Theologie"
"Fachsemesterzahlen (Fachschlüssel 053, Evangelisch Theologische Fakultät)"
"0          1          2          3          4         5           6    7    8    9   10   11   12 >12        Ges."
"Bachelor"
"NF                             17         7           3         5          2         3                                                   37"
"Diplom"
"HF                               9        12                     1          1         3     3    5    3    4    1    4        6           52"
"Erweiterungsprüfung"
"HF                                         1                                1               1                                              3"
""
"NF                             1         4           4         6          5         3     1    2    7    4         1                    38"
"Kirchlicher Abschluss"
"HF                            11        31          16        33        20         37     9   31   14   43   19   37       44          345"
"Künstlerisches LA"
"NF                                                                                  2                                                   2"
"Lehramt Berufsschule"
"HF                                       1                     1                                                                         2"
"Lehramt Gymnasium"
"HF                  1         14        50          12        32        10         29    11   21   10   27   14   18       17          266"
"Magister"
"HF                                       2                                          2         1    2    3                  2           12"
""
"NF                                                                                   1    3    1         1    2     1       5           14"
"nicht in BRD"
"HF                              6        12                                1                                                            19"
"Promotion"
"HF                              1         7           6         5          3         5    2     3    3    3    3    1        1           43"
""
""
"Ges.HF               1         41       116          34        72        36         76    26   61   32   80   37   60       70          742"
""
"Ges.NF               0         18        11           7        11          7         9     4    3    7    5    2    2        5           91"
""
"Gesamt               1         59       127          41        83        43         85    30   64   39   85   39   62       75          833"
"                                                                                                                                                 44"
""
""
""
"EBERHARD KARLS UNIVERSITÄT"
"72074 Tübingen"
"Stand der Datenerhebung: 29.05.2012"
"Sommersemester 2012"
"ST.NR.S-120-2"
"Fallzahlen                                            Studienfachbelegung nach Abschlusszielen"
""
""
""
"Judaistik"
""
"Fachsemesterzahlen (Fachschlüssel 054, Evangelisch Theologische Fakultät)"
"0          1          2          3          4         5           6   7   8   9   10   11   12 >12       Ges."
"Bachelor"
"HF               1          2         3           2         1                    2    1                1                        13"
""
"NF                          4         5                     2          1         3    2                                         17"
"Magister"
"NF                                                                                        1       1    1                         3"
"Master"
"HF                          1                                          1                                                         2"
"Promotion"
"HF                                                                                        1                                      1"
""
""
"Ges.HF           1          3         3           2         1          1         2    1   1   0   0    1     0       0          16"
""
"Ges.NF           0          4         5           0         2          1         3    2   1   0   1    1     0       0          20"
""
"Gesamt           1          7         8           2         3          2         5    3   2   0   1    2     0       0          36"
"                                                                                                                                                         45"
""
""
""
"EBERHARD KARLS UNIVERSITÄT"
"72074 Tübingen"
"Stand der Datenerhebung: 29.05.2012"
"Sommersemester 2012"
"ST.NR.S-120-3"
"Fallzahlen                                               Studienfachbelegung nach Abschlusszielen"
""
"Katholische Theologie"
""
"Fachsemesterzahlen (Fachschlüssel 086, Katholisch Theologische Fakultät)"
"0          1          2          3          4         5           6    7    8    9   10   11   12 >12        Ges."
"Bachelor"
"HF                                        4           1         4          3                                                             12"
""
"NF                              4         4           2         2          2               1    1         1                              17"
"Diplom"
"HF                                                               2          6        21    12    8    3   16    5    8        6           87"
"Erweiterungsprüfung"
"HF                               3         1                     1          1         1                                                    7"
""
"NF                             3         5                     2          4         2    1    4         3          2                    26"
